debugMBJCRI:debug8W3LIM,initialized,0,,1430889985764
debugMBJCRI:debug8W3LIM,window_resize,0,"[1280, 738]",1430889985764
debugQ10LO3:debugV05IFD,initialized,0,,1430939644776
debugQ10LO3:debugV05IFD,window_resize,0,"[1280, 738]",1430939644776
debugQ10LO3:debugV05IFD,focus,2287,off,1430939647063
debugQ10LO3:debugV05IFD,focus,1589,on,1430939648652
debugQ10LO3:debugV05IFD,focus,0,on,1430939648652
